COD_DPTO,NOM_DPTO,COD_MPIO,NOM_MPIO,COD_CPOB,NOM_CPOB,TIPO,Latitud,Longitud
05,ANTIOQUIA,5001,MEDELL�N,05001000,MEDELL�N,CM,6.250129488,-75.57863094
05,ANTIOQUIA,5001,MEDELL�N,05001001,PALMITAS,CP,6.343328692,-75.69003897
05,ANTIOQUIA,5001,MEDELL�N,05001004,SANTA ELENA,CP,6.20976547,-75.50184777
05,ANTIOQUIA,5001,MEDELL�N,05001009,ALTAVISTA,CP,6.220491265,-75.6445589
05,ANTIOQUIA,5001,MEDELL�N,05001010,AGUAS FR�AS,CP,6.232665009,-75.63526057
05,ANTIOQUIA,5001,MEDELL�N,05001013,SAN JOS� DEL MANZANILLO,CP,6.205992383,-75.61325372
05,ANTIOQUIA,5001,MEDELL�N,05001014,BARRO BLANCO,CP,6.235210575,-75.47754176
05,ANTIOQUIA,5001,MEDELL�N,05001015,EL CERRO,CP,6.201982183,-75.49105598
05,ANTIOQUIA,5001,MEDELL�N,05001017,EL PATIO,CP,6.277840544,-75.65111046
05,ANTIOQUIA,5001,MEDELL�N,05001018,EL PLACER,CP,6.224787967,-75.49297099
05,ANTIOQUIA,5001,MEDELL�N,05001019,EL PLAN,CP,6.204347903,-75.51836144
05,ANTIOQUIA,5001,MEDELL�N,05001022,LA ALDEA,CP,6.342421311,-75.70342299
05,ANTIOQUIA,5001,MEDELL�N,05001023,LA CUCHILLA,CP,6.293513494,-75.6535601
05,ANTIOQUIA,5001,MEDELL�N,05001025,LA PALMA,CP,6.273406099,-75.6480765
05,ANTIOQUIA,5001,MEDELL�N,05001027,LAS PLAYAS,CP,6.284455734,-75.64930343
05,ANTIOQUIA,5001,MEDELL�N,05001029,PIEDRA GORDA,CP,6.234886404,-75.49818508
05,ANTIOQUIA,5001,MEDELL�N,05001031,POTRERITO,CP,6.183079895,-75.66791577
05,ANTIOQUIA,5001,MEDELL�N,05001032,TRAVES�AS,CP,6.287035647,-75.64311277
05,ANTIOQUIA,5001,MEDELL�N,05001035,BOQUER�N,CP,6.315867556,-75.65785076
05,ANTIOQUIA,5001,MEDELL�N,05001039,EL LLANO 1,CP,6.29458434,-75.64947643
05,ANTIOQUIA,5001,MEDELL�N,05001040,EL LLANO,CP,6.198312061,-75.50329601
05,ANTIOQUIA,5001,MEDELL�N,05001048,LA VERDE,CP,6.18995761,-75.6390037
05,ANTIOQUIA,5001,MEDELL�N,05001052,MATASANO,CP,6.258862373,-75.49357752
05,ANTIOQUIA,5001,MEDELL�N,05001054,MATASANO 2,CP,6.267310888,-75.5054426
05,ANTIOQUIA,5001,MEDELL�N,05001055,MAZO,CP,6.248319912,-75.49872337
05,ANTIOQUIA,5001,MEDELL�N,05001057,MEDIA LUNA,CP,6.240239234,-75.51595761
05,ANTIOQUIA,5001,MEDELL�N,05001066,LAS CAMELIAS,CP,6.196729362,-75.64337736
05,ANTIOQUIA,5002,ABEJORRAL,05002000,ABEJORRAL,CM,5.789315001,-75.42873851
05,ANTIOQUIA,5002,ABEJORRAL,05002002,PANTANILLO,CP,5.730256005,-75.49078744
05,ANTIOQUIA,5002,ABEJORRAL,05002004,NARANJAL - LAS FONDAS,CP,5.76338416,-75.51408373
05,ANTIOQUIA,5002,ABEJORRAL,05002016,LAS CANOAS,CP,5.782187836,-75.42907092
05,ANTIOQUIA,5004,ABRIAQU�,05004000,ABRIAQU�,CM,6.631806453,-76.06470346
05,ANTIOQUIA,5004,ABRIAQU�,05004003,POTREROS SECTOR 1,CP,6.674479718,-76.08939291
05,ANTIOQUIA,5021,ALEJANDR�A,05021000,ALEJANDR�A,CM,6.376061445,-75.14134618
05,ANTIOQUIA,5030,AMAG�,05030000,AMAG�,CM,6.038816776,-75.70204111
05,ANTIOQUIA,5030,AMAG�,05030001,CAMILO C,CP,6.026579934,-75.69867173
05,ANTIOQUIA,5030,AMAG�,05030003,LA CLARITA,CP,6.068891917,-75.69965113
05,ANTIOQUIA,5030,AMAG�,05030004,LA FERREIRA,CP,6.063386992,-75.70927431
05,ANTIOQUIA,5030,AMAG�,05030005,LA GUAL�,CP,6.057367563,-75.70687009
05,ANTIOQUIA,5030,AMAG�,05030006,PIEDECUESTA,CP,6.049991762,-75.69346024
05,ANTIOQUIA,5030,AMAG�,05030011,MINAS,CP,6.077572779,-75.70114478
05,ANTIOQUIA,5030,AMAG�,05030012,CAMILO C - ALTO DE LA VIRGEN,CP,6.027212982,-75.70333567
05,ANTIOQUIA,5030,AMAG�,05030013,PIEDECUESTA - MANI DE LAS CASAS,CP,6.055006199,-75.69392543
05,ANTIOQUIA,5031,AMALFI,05031000,AMALFI,CM,6.912304726,-75.08252428
05,ANTIOQUIA,5031,AMALFI,05031004,PORTACHUELO,CP,6.801677929,-74.92644973
05,ANTIOQUIA,5034,ANDES,05034000,ANDES,CM,5.657136562,-75.87880653
05,ANTIOQUIA,5034,ANDES,05034001,BUENOS AIRES,CP,5.682854623,-75.83555569
05,ANTIOQUIA,5034,ANDES,05034003,SAN JOS�,CP,5.736089447,-75.87035528
05,ANTIOQUIA,5034,ANDES,05034006,SANTA RITA,CP,5.612618663,-75.91733765
05,ANTIOQUIA,5034,ANDES,05034007,TAPART�,CP,5.700929046,-75.96505506
05,ANTIOQUIA,5034,ANDES,05034012,SANTA IN�S,CP,5.563851219,-75.89990388
05,ANTIOQUIA,5034,ANDES,05034014,SAN BARTOLO,CP,5.637615125,-75.85341782
05,ANTIOQUIA,5034,ANDES,05034015,LA CHAPARRALA - LA UNI�N,CP,5.652848055,-75.9244713
05,ANTIOQUIA,5036,ANGEL�POLIS,05036000,ANGEL�POLIS,CM,6.109719064,-75.71138922
05,ANTIOQUIA,5036,ANGEL�POLIS,05036001,LA ESTACI�N,CP,6.084546907,-75.70341613
05,ANTIOQUIA,5036,ANGEL�POLIS,05036006,SANTA RITA,CP,6.099416862,-75.70974627
05,ANTIOQUIA,5036,ANGEL�POLIS,05036011,CIENAGUITA,CP,6.119026946,-75.74882558
05,ANTIOQUIA,5038,ANGOSTURA,05038000,ANGOSTURA,CM,6.885174591,-75.33511597
05,ANTIOQUIA,5038,ANGOSTURA,05038008,LLANOS DE CUIBA,CP,6.812974967,-75.48745897
05,ANTIOQUIA,5040,ANOR�,05040000,ANOR�,CM,7.074702853,-75.14835512
05,ANTIOQUIA,5040,ANOR�,05040002,LIBERIA,CP,7.381355679,-74.99943437
05,ANTIOQUIA,5042,SANTA F� DE ANTIOQUIA,05042000,SANTA F� DE ANTIOQUIA,CM,6.556566638,-75.82704303
05,ANTIOQUIA,5042,SANTA F� DE ANTIOQUIA,05042002,LAURELES,CP,6.490918965,-75.94797473
05,ANTIOQUIA,5042,SANTA F� DE ANTIOQUIA,05042006,EL PESCADO,CP,6.495084405,-75.90986413
05,ANTIOQUIA,5042,SANTA F� DE ANTIOQUIA,05042007,SABANAS,CP,6.46126037,-75.91236239
05,ANTIOQUIA,5042,SANTA F� DE ANTIOQUIA,05042008,KILOMETRO 2,CP,6.560421049,-75.84644089
05,ANTIOQUIA,5042,SANTA F� DE ANTIOQUIA,05042009,PASO REAL,CP,6.515186084,-75.81821591
05,ANTIOQUIA,5044,ANZ�,05044000,ANZ�,CM,6.302641172,-75.85444229
05,ANTIOQUIA,5044,ANZ�,05044001,GUINTAR,CP,6.302090165,-75.95613217
05,ANTIOQUIA,5044,ANZ�,05044005,LA CEJITA,CP,6.326700835,-75.91102709
05,ANTIOQUIA,5044,ANZ�,05044006,LA HIGUINA,CP,6.367318125,-75.85098862
05,ANTIOQUIA,5045,APARTAD�,05045000,APARTAD�,CM,7.883319706,-76.62531095
05,ANTIOQUIA,5045,APARTAD�,05045001,SAN JOS� DE APARTAD�,CP,7.883893959,-76.56224561
05,ANTIOQUIA,5045,APARTAD�,05045002,CHURID�,CP,7.864565017,-76.66883746
05,ANTIOQUIA,5045,APARTAD�,05045003,ZUNGO CARRETERA,CP,7.823742906,-76.64904501
05,ANTIOQUIA,5045,APARTAD�,05045008,VIJAGUAL,CP,7.790101869,-76.65839943
05,ANTIOQUIA,5045,APARTAD�,05045009,EL REPOSO,CP,7.799491341,-76.65389129
05,ANTIOQUIA,5045,APARTAD�,05045010,BAJO DEL OSO,CP,7.9100591,-76.62529999
05,ANTIOQUIA,5045,APARTAD�,05045011,EL SALVADOR,CP,7.878334247,-76.64860542
05,ANTIOQUIA,5045,APARTAD�,05045014,PUERTO GIR�N,CP,7.905166269,-76.73718281
05,ANTIOQUIA,5045,APARTAD�,05045015,LOMA VERDE,CP,7.823986306,-76.64360725
05,ANTIOQUIA,5045,APARTAD�,05045016,SAN PABLO,CP,7.897865262,-76.71470197
05,ANTIOQUIA,5051,ARBOLETES,05051000,ARBOLETES,CM,8.849637008,-76.42665947
05,ANTIOQUIA,5051,ARBOLETES,05051001,BUENOS AIRES,CP,8.611245796,-76.28264752
05,ANTIOQUIA,5051,ARBOLETES,05051003,EL CARMELO,CP,8.616205758,-76.38182757
05,ANTIOQUIA,5051,ARBOLETES,05051005,LAS NARANJITAS,CP,8.529287735,-76.33345274
05,ANTIOQUIA,5051,ARBOLETES,05051008,EL YESO,CP,8.616279165,-76.47569636
05,ANTIOQUIA,5051,ARBOLETES,05051009,LA TRINIDAD,CP,8.625491314,-76.51026143
05,ANTIOQUIA,5051,ARBOLETES,05051010,LAS PLATAS (SANTAF�),CP,8.581517326,-76.44051168
05,ANTIOQUIA,5051,ARBOLETES,05051011,LA CANDELARIA,CP,8.657687758,-76.45031032
05,ANTIOQUIA,5051,ARBOLETES,05051014,EL GUADUAL,CP,8.48677763,-76.38449691
05,ANTIOQUIA,5055,ARGELIA,05055000,ARGELIA,CM,5.730671879,-75.14174146
05,ANTIOQUIA,5059,ARMENIA,05059000,ARMENIA,CM,6.155888571,-75.78707205
05,ANTIOQUIA,5059,ARMENIA,05059001,LA HERRADURA,CP,6.146691367,-75.80658697
05,ANTIOQUIA,5059,ARMENIA,05059003,EL SOCORRO,CP,6.14617635,-75.78512206
05,ANTIOQUIA,5059,ARMENIA,05059006,FILO SECO,CP,6.142616429,-75.81193934
05,ANTIOQUIA,5059,ARMENIA,05059009,PALMICHAL,CP,6.159531923,-75.80671538
05,ANTIOQUIA,5079,BARBOSA,05079000,BARBOSA,CM,6.439200093,-75.33161689
05,ANTIOQUIA,5079,BARBOSA,05079001,HATILLO,CP,6.410172593,-75.39210821
05,ANTIOQUIA,5079,BARBOSA,05079005,PLATANITO,CP,6.405180658,-75.40686373
05,ANTIOQUIA,5079,BARBOSA,05079008,ISAZA,CP,6.420167708,-75.36210143
05,ANTIOQUIA,5079,BARBOSA,05079014,POPALITO,CP,6.472849787,-75.28427467
05,ANTIOQUIA,5079,BARBOSA,05079016,YARUMITO,CP,6.457457349,-75.30373386
05,ANTIOQUIA,5079,BARBOSA,05079017,TABLAZO - HATILLO,CP,6.418864877,-75.41330518
05,ANTIOQUIA,5079,BARBOSA,05079018,EL PARAISO,CP,6.413142109,-75.41486583
05,ANTIOQUIA,5079,BARBOSA,05079019,EL SALADITO,CP,6.407348404,-75.40184489
05,ANTIOQUIA,5079,BARBOSA,05079020,LOMITA 1,CP,6.418250004,-75.40698594
05,ANTIOQUIA,5079,BARBOSA,05079021,LOMITA 2,CP,6.415727651,-75.40777304
05,ANTIOQUIA,5079,BARBOSA,05079022,LA PRIMAVERA,CP,6.413749234,-75.40636393
05,ANTIOQUIA,5079,BARBOSA,05079023,TAMBORCITO,CP,6.451622965,-75.31181725
05,ANTIOQUIA,5086,BELMIRA,05086000,BELMIRA,CM,6.606319386,-75.66777928
05,ANTIOQUIA,5086,BELMIRA,05086001,LABORES,CP,6.709708057,-75.61250338
05,ANTIOQUIA,5086,BELMIRA,05086003,R�O ARRIBA,CP,6.613355811,-75.67202215
05,ANTIOQUIA,5088,BELLO,05088000,BELLO,CM,6.333992333,-75.55481057
05,ANTIOQUIA,5088,BELLO,05088008,POTRERITO,CP,6.331288855,-75.58112527
05,ANTIOQUIA,5088,BELLO,05088013,SAN F�LIX,CP,6.340433946,-75.60854821
05,ANTIOQUIA,5088,BELLO,05088018,EL PINAR,CP,6.301093096,-75.53009191
05,ANTIOQUIA,5088,BELLO,05088020,EL ALBERGUE,CP,6.307061864,-75.53646389
05,ANTIOQUIA,5088,BELLO,05088022,LA CHINA,CP,6.398127774,-75.61471363
05,ANTIOQUIA,5088,BELLO,05088023,LA UNI�N,CP,6.382430354,-75.62122522
05,ANTIOQUIA,5091,BETANIA,05091000,BETANIA,CM,5.744734548,-75.97565525
05,ANTIOQUIA,5091,BETANIA,05091003,SAN LUIS,CP,5.753500368,-75.98642332
05,ANTIOQUIA,5093,BETULIA,05093000,BETULIA,CM,6.115207664,-75.98445214
05,ANTIOQUIA,5093,BETULIA,05093001,ALTAMIRA,CP,6.219620447,-75.94928511
05,ANTIOQUIA,5101,CIUDAD BOL�VAR,05101000,CIUDAD BOL�VAR,CM,5.850273233,-76.02150921
05,ANTIOQUIA,5101,CIUDAD BOL�VAR,05101002,SAN BERNARDO DE LOS FARALLONES,CP,5.799983777,-76.02931394
05,ANTIOQUIA,5101,CIUDAD BOL�VAR,05101006,ALFONSO L�PEZ (SAN GREGORIO),CP,5.895614341,-75.95706055
05,ANTIOQUIA,5101,CIUDAD BOL�VAR,05101008,VILLA ALEGR�A,CP,5.78332108,-76.01366953
05,ANTIOQUIA,5101,CIUDAD BOL�VAR,05101010,EL CABRERO - BOL�VAR ARRIBA,CP,5.865982827,-76.03565296
05,ANTIOQUIA,5107,BRICE�O,05107000,BRICE�O,CM,7.114882947,-75.54813022
05,ANTIOQUIA,5107,BRICE�O,05107001,BERL�N (PUEBLO NUEVO),CP,7.107589706,-75.62593227
05,ANTIOQUIA,5107,BRICE�O,05107002,EL ROBLAL,CP,7.137652637,-75.58677463
05,ANTIOQUIA,5107,BRICE�O,05107003,LAS AURAS,CP,7.193360578,-75.51500963
05,ANTIOQUIA,5107,BRICE�O,05107004,TRAVESIAS,CP,7.133971538,-75.57176985
05,ANTIOQUIA,5113,BURITIC�,05113000,BURITIC�,CM,6.719729847,-75.90749551
05,ANTIOQUIA,5113,BURITIC�,05113003,TABACAL,CP,6.805923479,-75.91450998
05,ANTIOQUIA,5113,BURITIC�,05113008,LA MARIELA,CP,6.726939995,-75.9064726
05,ANTIOQUIA,5120,C�CERES,05120000,C�CERES,CM,7.578315451,-75.35235749
05,ANTIOQUIA,5120,C�CERES,05120002,EL JARD�N (TAMAN�),CP,7.754773575,-75.25388831
05,ANTIOQUIA,5120,C�CERES,05120003,GUARUMO,CP,7.854017741,-75.2081413
05,ANTIOQUIA,5120,C�CERES,05120004,MANIZALES,CP,7.836837561,-75.41436144
05,ANTIOQUIA,5120,C�CERES,05120006,PUERTO B�LGICA,CP,7.665082389,-75.28467028
05,ANTIOQUIA,5120,C�CERES,05120010,PIAMONTE,CP,7.782877045,-75.20558406
05,ANTIOQUIA,5120,C�CERES,05120012,R�O MAN,CP,7.944450031,-75.20810256
05,ANTIOQUIA,5120,C�CERES,05120013,LAS PAMPAS,CP,7.715563619,-75.27252979
05,ANTIOQUIA,5120,C�CERES,05120014,NICARAGUA,CP,7.734309318,-75.38417731
05,ANTIOQUIA,5120,C�CERES,05120015,PUERTO SANTO,CP,7.801288021,-75.20457657
05,ANTIOQUIA,5125,CAICEDO,05125000,CAICEDO,CM,6.405606607,-75.98293004
05,ANTIOQUIA,5129,CALDAS,05129000,CALDAS,CM,6.091296747,-75.63361878
05,ANTIOQUIA,5129,CALDAS,05129001,EL CA�O,CP,6.107706193,-75.64052895
05,ANTIOQUIA,5129,CALDAS,05129002,LA RAYA,CP,6.111301923,-75.64082308
05,ANTIOQUIA,5129,CALDAS,05129004,LA MIEL,CP,6.10258685,-75.62223694
05,ANTIOQUIA,5129,CALDAS,05129005,LA CORRALITA,CP,6.088334597,-75.62093701
05,ANTIOQUIA,5129,CALDAS,05129006,LA PRIMAVERA SANTA CRUZ,CP,6.067773675,-75.63721224
05,ANTIOQUIA,5129,CALDAS,05129007,EL RAIZAL,CP,6.087698732,-75.64515283
05,ANTIOQUIA,5129,CALDAS,05129008,LA CLARA,CP,6.048023094,-75.61980656
05,ANTIOQUIA,5129,CALDAS,05129009,LA QUIEBRA,CP,6.060353033,-75.64824013
05,ANTIOQUIA,5129,CALDAS,05129010,LA SALADA PARTE BAJA,CP,6.049949431,-75.62460178
05,ANTIOQUIA,5129,CALDAS,05129011,LA TOLVA,CP,6.059461023,-75.63792188
05,ANTIOQUIA,5129,CALDAS,05129012,LA VALERIA,CP,6.093381653,-75.64798844
05,ANTIOQUIA,5129,CALDAS,05129013,LA AGUACATALA,CP,6.103493728,-75.64315414
05,ANTIOQUIA,5129,CALDAS,05129015,LA CHUSCALA,CP,6.08288389,-75.63957893
05,ANTIOQUIA,5129,CALDAS,05129016,SALINAS,CP,6.055834622,-75.66018531
05,ANTIOQUIA,5134,CAMPAMENTO,05134000,CAMPAMENTO,CM,6.979775658,-75.29808462
05,ANTIOQUIA,5134,CAMPAMENTO,05134001,LA CHIQUITA,CP,6.971579957,-75.263683
05,ANTIOQUIA,5134,CAMPAMENTO,05134002,LA SOLITA,CP,7.058525491,-75.27726168
05,ANTIOQUIA,5134,CAMPAMENTO,05134003,LLANADAS,CP,7.039036318,-75.27243454
05,ANTIOQUIA,5138,CA�ASGORDAS,05138000,CA�ASGORDAS,CM,6.759477685,-76.03220994
05,ANTIOQUIA,5138,CA�ASGORDAS,05138001,BUENOS AIRES - PARTE ALTA,CP,6.726195504,-76.00965318
05,ANTIOQUIA,5138,CA�ASGORDAS,05138002,CESTILLAL,CP,6.853162271,-76.07363159
05,ANTIOQUIA,5138,CA�ASGORDAS,05138003,JUNTAS DE URAMITA,CP,6.92130496,-76.03136929
05,ANTIOQUIA,5138,CA�ASGORDAS,05138005,SAN PASCUAL,CP,6.846649187,-76.04742042
05,ANTIOQUIA,5138,CA�ASGORDAS,05138009,VILLA VICTORIA,CP,6.926134012,-76.0281451
05,ANTIOQUIA,5142,CARACOL�,05142000,CARACOL�,CM,6.409829273,-74.75742072
05,ANTIOQUIA,5145,CARAMANTA,05145000,CARAMANTA,CM,5.548530404,-75.64386845
05,ANTIOQUIA,5145,CARAMANTA,05145001,ALEGR�AS,CP,5.546319823,-75.60731172
05,ANTIOQUIA,5145,CARAMANTA,05145002,SUCRE,CP,5.57978802,-75.60661616
05,ANTIOQUIA,5147,CAREPA,05147000,CAREPA,CM,7.755159986,-76.652997
05,ANTIOQUIA,5147,CAREPA,05147003,PIEDRAS BLANCAS,CP,7.745779734,-76.55622853
05,ANTIOQUIA,5147,CAREPA,05147004,ZUNGO EMBARCADERO - PUEBLO NUEVO,CP,7.847151717,-76.73921731
05,ANTIOQUIA,5147,CAREPA,05147005,ZUNGO EMBARCADERO - 11 DE NOVIEMBRE,CP,7.846813981,-76.73449328
05,ANTIOQUIA,5147,CAREPA,05147006,CASA VERDE,CP,7.788421146,-76.65428249
05,ANTIOQUIA,5147,CAREPA,05147007,EL ENCANTO,CP,7.748989633,-76.71091798
05,ANTIOQUIA,5147,CAREPA,05147008,ZUNGO EMBARCADERO - 28 DE OCTUBRE,CP,7.850592915,-76.74276447
05,ANTIOQUIA,5147,CAREPA,05147009,BELENCITO,CP,7.801248275,-76.50820714
05,ANTIOQUIA,5147,CAREPA,05147010,BOSQUES DE LOS ALMENDROS,CP,7.789341738,-76.64954637
05,ANTIOQUIA,5147,CAREPA,05147011,CAREPITA CANALUNO,CP,7.831245486,-76.75428528
05,ANTIOQUIA,5147,CAREPA,05147012,SACRAMENTO LA LUCHA,CP,7.789598388,-76.66104528
05,ANTIOQUIA,5147,CAREPA,05147013,LOS NARANJALES,CP,7.819463672,-76.7132104
05,ANTIOQUIA,5147,CAREPA,05147014,VIJAGUAL,CP,7.814059186,-76.70453033
05,ANTIOQUIA,5148,EL CARMEN DE VIBORAL,05148000,EL CARMEN DE VIBORAL,CM,6.084551444,-75.33536246
05,ANTIOQUIA,5148,EL CARMEN DE VIBORAL,05148003,AGUAS CLARAS,CP,6.073016465,-75.37716215
05,ANTIOQUIA,5148,EL CARMEN DE VIBORAL,05148005,LA CHAPA,CP,6.052812308,-75.31688981
05,ANTIOQUIA,5148,EL CARMEN DE VIBORAL,05148006,CAMPO ALEGRE,CP,6.060720163,-75.32539594
05,ANTIOQUIA,5148,EL CARMEN DE VIBORAL,05148008,LA AURORA - LAS BRISAS,CP,6.084375737,-75.32689411
05,ANTIOQUIA,5150,CAROLINA,05150000,CAROLINA DEL PR�NCIPE,CM,6.725995072,-75.28319201
05,ANTIOQUIA,5154,CAUCASIA,05154000,CAUCASIA,CM,7.977362333,-75.19829033
05,ANTIOQUIA,5154,CAUCASIA,05154003,CUTUR�,CP,7.726992395,-74.78696628
05,ANTIOQUIA,5154,CAUCASIA,05154006,MARGENTO,CP,8.035895689,-74.95354312
05,ANTIOQUIA,5154,CAUCASIA,05154008,PALANCA,CP,8.009722973,-75.02219895
05,ANTIOQUIA,5154,CAUCASIA,05154009,PALOMAR,CP,8.002757669,-74.97634494
05,ANTIOQUIA,5154,CAUCASIA,05154012,SANTA ROSITA,CP,7.921640792,-75.32524405
05,ANTIOQUIA,5154,CAUCASIA,05154020,PUERTO TRIANA,CP,7.68376538,-74.89295227
05,ANTIOQUIA,5154,CAUCASIA,05154022,LA ILUSI�N,CP,8.02135079,-75.09139087
05,ANTIOQUIA,5154,CAUCASIA,05154023,CACER�,CP,7.802363507,-74.92855846
05,ANTIOQUIA,5154,CAUCASIA,05154024,EL PANDO,CP,7.793436993,-75.06970316
05,ANTIOQUIA,5154,CAUCASIA,05154026,EL CHINO,CP,8.009797305,-75.09424423
05,ANTIOQUIA,5154,CAUCASIA,05154027,LA ESMERALDA,CP,8.011789457,-75.1381121
05,ANTIOQUIA,5154,CAUCASIA,05154031,VILLA DEL SOCORRO,CP,8.048093295,-75.00731022
05,ANTIOQUIA,5154,CAUCASIA,05154032,CASER�O CONJUNTO CA�A FISTULA,CP,7.94982702,-75.16482211
05,ANTIOQUIA,5154,CAUCASIA,05154033,PUEBLO NUEVO,CP,8.040721454,-74.96016778
05,ANTIOQUIA,5172,CHIGOROD�,05172000,CHIGOROD�,CM,7.666291026,-76.68125617
05,ANTIOQUIA,5172,CHIGOROD�,05172003,BARRANQUILLITA,CP,7.570849922,-76.69684972
05,ANTIOQUIA,5172,CHIGOROD�,05172007,GUAP� CARRETERAS,CP,7.556446964,-76.61342139
05,ANTIOQUIA,5172,CHIGOROD�,05172013,JURAD�,CP,7.5004429,-76.58004663
05,ANTIOQUIA,5172,CHIGOROD�,05172014,CAMPITAS,CP,7.64459348,-76.69489843
05,ANTIOQUIA,5172,CHIGOROD�,05172015,CHAMPITA SECTOR LA GRANJA,CP,7.649236306,-76.68471399
05,ANTIOQUIA,5190,CISNEROS,05190000,CISNEROS,CM,6.537829491,-75.08704673
05,ANTIOQUIA,5197,COCORN�,05197000,COCORN�,CM,6.058306335,-75.18548101
05,ANTIOQUIA,5197,COCORN�,05197005,LA PI�UELA,CP,6.0111558,-75.14132028
05,ANTIOQUIA,5197,COCORN�,05197013,EL MOLINO,CP,6.057815383,-75.15522299
05,ANTIOQUIA,5206,CONCEPCI�N,05206000,CONCEPCI�N,CM,6.394348113,-75.2575872
05,ANTIOQUIA,5209,CONCORDIA,05209000,CONCORDIA,CM,6.04656296,-75.90760734
05,ANTIOQUIA,5209,CONCORDIA,05209001,EL SOCORRO,CP,6.121331673,-75.90089582
05,ANTIOQUIA,5209,CONCORDIA,05209006,EL GOLPE,CP,6.006807865,-75.84106464
05,ANTIOQUIA,5209,CONCORDIA,05209007,SALAZAR,CP,6.03847999,-75.90955528
05,ANTIOQUIA,5212,COPACABANA,05212000,COPACABANA,CM,6.348651826,-75.50931411
05,ANTIOQUIA,5212,COPACABANA,05212005,EL SALADO,CP,6.347254493,-75.49087542
05,ANTIOQUIA,5212,COPACABANA,05212008,CABUYAL,CP,6.327970693,-75.49989705
05,ANTIOQUIA,5212,COPACABANA,05212017,EL LLANO,CP,6.330786637,-75.51644009
05,ANTIOQUIA,5234,DABEIBA,05234000,DABEIBA,CM,7.000321938,-76.26297665
05,ANTIOQUIA,5234,DABEIBA,05234004,SAN JOS� DE URAMA,CP,7.017490121,-76.1446888
05,ANTIOQUIA,5234,DABEIBA,05234008,ARMENIA - CAMPARRUSIA,CP,7.0005315,-76.0371124
05,ANTIOQUIA,5234,DABEIBA,05234010,LAS CRUCES DE URAMA,CP,7.01850899,-76.19954972
05,ANTIOQUIA,5234,DABEIBA,05234012,CHIMIAD� LLANO GRANDE,CP,7.075003837,-76.24479338
05,ANTIOQUIA,5234,DABEIBA,05234014,EL BOT�N,CP,6.924549734,-76.25551156
05,ANTIOQUIA,5234,DABEIBA,05234017,BETANIA PUENTE NUEVO,CP,6.989015217,-76.0464975
05,ANTIOQUIA,5234,DABEIBA,05234018,CARA COL�N,CP,7.028398893,-76.27058033
05,ANTIOQUIA,5234,DABEIBA,05234019,LA BALSITA,CP,7.05442473,-76.12501715
05,ANTIOQUIA,5237,DONMAT�AS,05237000,DONMAT�AS,CM,6.485607566,-75.39264627
05,ANTIOQUIA,5237,DONMAT�AS,05237001,BELLAVISTA,CP,6.540118134,-75.28499807
05,ANTIOQUIA,5237,DONMAT�AS,05237003,ARENALES,CP,6.543924177,-75.2519234
05,ANTIOQUIA,5237,DONMAT�AS,05237004,MONTERA,CP,6.507051507,-75.28597411
05,ANTIOQUIA,5237,DONMAT�AS,05237005,PRADERA,CP,6.512116393,-75.265352
05,ANTIOQUIA,5240,EB�JICO,05240000,EB�JICO,CM,6.326128157,-75.76416492
05,ANTIOQUIA,5240,EB�JICO,05240001,BRASIL,CP,6.339770167,-75.73245524
05,ANTIOQUIA,5240,EB�JICO,05240003,SEVILLA,CP,6.294278696,-75.78461719
05,ANTIOQUIA,5240,EB�JICO,05240008,EL ZARZAL,CP,6.306876479,-75.75477165
05,ANTIOQUIA,5240,EB�JICO,05240011,LA CLARA,CP,6.278512057,-75.76095649
05,ANTIOQUIA,5240,EB�JICO,05240012,FATIMA,CP,6.318342079,-75.7695501
05,ANTIOQUIA,5250,EL BAGRE,05250000,EL BAGRE,CM,7.597521794,-74.79909729
05,ANTIOQUIA,5250,EL BAGRE,05250002,PUERTO CLAVER,CP,7.711546973,-74.75249562
05,ANTIOQUIA,5250,EL BAGRE,05250004,PUERTO L�PEZ,CP,7.438712384,-74.68939416
05,ANTIOQUIA,5250,EL BAGRE,05250005,EL REAL,CP,7.624599841,-74.78307446
05,ANTIOQUIA,5250,EL BAGRE,05250006,LA CORONA,CP,7.631208377,-74.67138959
05,ANTIOQUIA,5250,EL BAGRE,05250007,LAS NEGRITAS,CP,7.464158206,-74.68853997
05,ANTIOQUIA,5250,EL BAGRE,05250008,LAS SARDINAS EL PUENTE,CP,7.562350983,-74.80280577
05,ANTIOQUIA,5250,EL BAGRE,05250009,SANTA B�RBARA,CP,7.824335036,-74.70904197
05,ANTIOQUIA,5250,EL BAGRE,05250010,MUQUI,CP,7.792394339,-74.69986611
05,ANTIOQUIA,5250,EL BAGRE,05250011,BORRACHERA,CP,7.545023381,-74.75660019
05,ANTIOQUIA,5250,EL BAGRE,05250012,CA�O CLARO,CP,7.474502643,-74.69556901
05,ANTIOQUIA,5250,EL BAGRE,05250013,LOS ALMENDROS,CP,7.4649719,-74.68210118
05,ANTIOQUIA,5264,ENTRERR�OS,05264000,ENTRERR�OS,CM,6.566273036,-75.51768479
05,ANTIOQUIA,5266,ENVIGADO,05266000,ENVIGADO,CM,6.166949571,-75.58295855
05,ANTIOQUIA,5266,ENVIGADO,05266001,LAS PALMAS,CP,6.152542455,-75.53051262
